"ID","Symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000163013","FBXO41",962.950361266209,1.21744634580123,0.164460334995404,7.40267460743803,1.33468521552703e-13,7.4634736165036e-11
"ENSG00000100889","PCK2",816.841474364003,-1.04598310919969,0.143768436606394,-7.2754711248851,3.4521353151186e-13,1.8700864277369e-10
"ENSG00000129219","PLD2",842.682041652694,-1.29752677455378,0.179146612199699,-7.24282060722087,4.39448016206993e-13,2.30843374574189e-10
"ENSG00000090339","ICAM1",2622.80843467432,-1.17643756319988,0.165217578042404,-7.12053509765128,1.07508850999456e-12,5.48137038845756e-10
"ENSG00000104219","ZDHHC2",2607.90742608375,0.978814226254564,0.139339041046751,7.02469472232232,2.14534790483483e-12,1.06256016943748e-09
"ENSG00000163531","NFASC",515.220747789011,1.1480456717419,0.170566353840227,6.73078626525193,1.68748695523326e-11,8.1257184358246e-09
"ENSG00000137819","PAQR5",1226.08971138341,-0.88870849237076,0.133790932395257,-6.64251662246629,3.08371873459793e-11,1.44476389903392e-08
"ENSG00000145040","UCN2",142.442738288748,-1.8031957909868,0.276005589591501,-6.53318577227221,6.43851983442572e-11,2.93715108762552e-08
"ENSG00000198722","UNC13B",3482.6609864158,-0.718666476442575,0.110513673116549,-6.50296434980188,7.87524645212234e-11,3.46914929700182e-08
"ENSG00000169432","SCN9A",2998.63447500627,0.977248019465314,0.150334115707686,6.50050731908054,8.00495943928888e-11,3.46914929700182e-08
"ENSG00000164440","TXLNB",288.501348794443,1.25939913888206,0.195462763688913,6.44316654033626,1.17006179703455e-10,4.83649895505974e-08
"ENSG00000163739","CXCL1",192.881357663262,-1.71579231214436,0.266305792182067,-6.44294026834879,1.17180822678113e-10,4.83649895505974e-08
"ENSG00000273213","H3-2",31.4079728126165,8.37476943977796,1.30279302900222,6.42831919832424,1.29022592222257e-10,4.97023696927296e-08
"ENSG00000187189","TSPYL4",2558.76989652541,0.765027224175209,0.120002557913101,6.375090977054,1.82854372529955e-10,6.8908272778408e-08
"ENSG00000130176","CNN1",784.509742523298,0.984500937642913,0.154958618605675,6.35331513988381,2.1072338817152e-10,7.77210624245384e-08
"ENSG00000013588","GPRC5A",645.853704245745,1.01041364954244,0.161714100348463,6.24814810437176,4.1534774461239e-10,1.4709880843817e-07
"ENSG00000163735","CXCL5",217.873857245912,-1.41657038921342,0.226795124890171,-6.24603544674699,4.21001672034829e-10,1.4709880843817e-07
"ENSG00000244563","RPS26P19",31.2824090402766,-8.45313690568213,1.35362332907129,-6.24482211863306,4.24282689466888e-10,1.4709880843817e-07
"ENSG00000197632","SERPINB2",22741.0690116609,-0.687382299509891,0.110863453264395,-6.20026058425743,5.63697498510755e-10,1.91601885033018e-07
"ENSG00000213452","AKR1B1P2",578.291881370964,-0.993892594480624,0.160997075400282,-6.17335806883164,6.68545665710308e-10,2.22869982982465e-07
"ENSG00000132718","SYT11",10750.6740467655,0.637798729166392,0.103947128790778,6.13579938749567,8.47320286919284e-10,2.77137682523505e-07
"ENSG00000049769","PPP1R3F",746.742703784643,1.35924009670165,0.222650255167486,6.10482164360952,1.02915540729957e-09,3.30377944176631e-07
"ENSG00000117305","HMGCL",732.959391767581,-0.98560031013378,0.161694087996051,-6.09546287281604,1.09121237543053e-09,3.43930300510695e-07
"ENSG00000162144","CYB561A3",1709.05346652421,-0.790222383941789,0.131588091691519,-6.00527277038338,1.91010503955485e-09,5.91279836797917e-07
"ENSG00000103356","EARS2",1677.85907287615,-1.11502726809415,0.188195348724182,-5.92483967140085,3.12602227030684e-09,9.50694667645071e-07
"ENSG00000118503","TNFAIP3",352.149404758484,-1.56353283976057,0.266879175453341,-5.85857940060192,4.66843396768884e-09,1.39529832465321e-06
"ENSG00000023171","GRAMD1B",597.238333688231,0.962663444075366,0.164827949664922,5.84041387417825,5.2071299299914e-09,1.52992537858307e-06
"ENSG00000120451","SNX19",6490.37003903736,-0.62051808728584,0.107720885152336,-5.76042506899492,8.39023711885761e-09,2.42407934092328e-06
"ENSG00000109680","TBC1D19",1495.53303246466,1.20027286393773,0.208894638839709,5.74582895283746,9.14717385344852e-09,2.5994468647464e-06
"ENSG00000198074","AKR1B10",222.527559184041,-1.20205694290009,0.210181324722772,-5.71914248083458,1.0706299155319e-08,2.99344670737831e-06
"ENSG00000188559","RALGAPA2",198.487164060104,-1.30577272232334,0.228539110598662,-5.71356350737015,1.10634558408245e-08,3.04420646032846e-06
"ENSG00000074621","SLC24A1",227.122995093386,-1.46587704815649,0.257425057239656,-5.6943836931608,1.2381835538047e-08,3.3537362351882e-06
"ENSG00000070087","PFN2",15026.5259621938,0.590877511194506,0.104555418455474,5.65133323478725,1.59208101403711e-08,4.18162490580808e-06
"ENSG00000163131","CTSS",324.052710974402,-1.35870804009564,0.240762632191012,-5.64335099567149,1.6677186420255e-08,4.31491084470328e-06
"ENSG00000008517","IL32",157.471572370351,-1.52967199059998,0.271490771617488,-5.63434249159371,1.75727483237094e-08,4.47975870869856e-06
"ENSG00000113494","PRLR",85.992155483589,-2.09862006900534,0.372781380310892,-5.6296268532917,1.80599906335959e-08,4.49244350431742e-06
"ENSG00000146833","TRIM4",1060.58393039903,-0.862423011002483,0.153214600430089,-5.62885657490588,1.81408159966668e-08,4.49244350431742e-06
"ENSG00000108846","ABCC3",181.862664626996,-1.34684407697454,0.239773240579063,-5.61715758489918,1.94124364186728e-08,4.73964204672806e-06
"ENSG00000041353","RAB27B",139.587323946651,-1.38542295707084,0.246978281569818,-5.6094930625679,2.02920131091498e-08,4.88558398954321e-06
"ENSG00000004776","HSPB6",4857.09943087318,0.799400733892222,0.142619235143554,5.60513967900319,2.08087084694673e-08,4.94135563449611e-06
"ENSG00000155363","MOV10",1994.06407070431,-0.972002985355808,0.173541730185547,-5.60097553664218,2.13148819738457e-08,4.99315512184614e-06
"ENSG00000115109","EPB41L5",1791.51716215725,-0.907491391240808,0.162165595779793,-5.59607842142488,2.19254556314774e-08,5.06770364495547e-06
"ENSG00000163017","ACTG2",8251.37219235589,0.68241000718089,0.122219184731414,5.58349336628729,2.35734773942596e-08,5.37692408723013e-06
"ENSG00000118508","RAB32",3758.93097208133,-0.641110670328669,0.115692843734548,-5.54148942694906,2.99909686942988e-08,6.66530054250858e-06
"ENSG00000080298","RFX3",160.184462578685,-1.7290855466004,0.312756592623457,-5.52853428954615,3.22917315195124e-08,7.08578691000947e-06
"ENSG00000245532","NEAT1",2554.62781803565,1.00112668831803,0.181581151949247,5.51338438803301,3.51998291813567e-08,7.62736298573523e-06
"ENSG00000128872","TMOD2",1746.94031794073,0.805368971595951,0.146284645772886,5.50549216796358,3.681383276373e-08,7.87861470320074e-06
"ENSG00000106144","CASP2",995.187481187674,-0.788580590276942,0.143377321537144,-5.50003711760403,3.79711307940182e-08,8.02718966236957e-06
"ENSG00000213785","AKR1B1P3",568.171519613106,-0.868980734876812,0.159440644800403,-5.45018327017339,5.03179402182835e-08,1.05091746226981e-05
"ENSG00000104450","SPAG1",84.755835297202,-1.91905880615283,0.353142892454748,-5.43422746756469,5.50343396572515e-08,1.12952136337235e-05
"ENSG00000184009","ACTG1",178346.045792985,-0.638649062759786,0.117547912001034,-5.43309576399937,5.53846644860975e-08,1.12952136337235e-05
"ENSG00000148773","MKI67",1475.03539117009,-0.696676230617691,0.12890908556754,-5.404399756235,6.50257768788866e-08,1.31072307232035e-05
"ENSG00000188641","DPYD",274.540423605634,-1.34189823120958,0.249465961305802,-5.37908347970828,7.4865990167487e-08,1.49172636730274e-05
"ENSG00000111077","TNS2",2402.77789326878,-0.710237022037323,0.134797570183945,-5.26891561226313,1.37232030746812e-07,2.67294073370336e-05
"ENSG00000134070","IRAK2",903.533399147345,-0.848292000616644,0.162355609033756,-5.22490110237134,1.74248216684528e-07,3.35621426247367e-05
"ENSG00000259399","TGIF2-RAB5IF",235.376299709231,-2.00702502525261,0.384362005739646,-5.22170504701784,1.77283182721538e-07,3.37714722250315e-05
"ENSG00000135723","FHOD1",2025.88256165775,-0.765015854102238,0.146569324687458,-5.21948133235617,1.79424898036901e-07,3.380794138554e-05
"ENSG00000164463","CREBRF",514.121735506999,0.885534925043344,0.169818755235134,5.21458848180354,1.84225752018603e-07,3.43392839918547e-05
"ENSG00000148737","TCF7L2",714.874861960206,-0.843696495353323,0.161962944228612,-5.20919460541814,1.89662105380836e-07,3.49765169869872e-05
"ENSG00000111331","OAS3",214.59658276831,-1.76590673762064,0.339236602647257,-5.20553125411661,1.93442384516897e-07,3.52981445852675e-05
"ENSG00000124313","IQSEC2",1735.33506207726,0.910246050309867,0.176012297157943,5.17149122537197,2.32233179540775e-07,4.19350225764515e-05
"ENSG00000123689","G0S2",227.612832244446,-1.17177012377334,0.226789495729345,-5.1667742370738,2.38168654054903e-07,4.2563439361255e-05
"ENSG00000259032","ENSAP2",1379.35365657208,-0.768246217208876,0.148804696953234,-5.16278204209052,2.43306381448378e-07,4.30379196164045e-05
"ENSG00000214814","FER1L6",730.229543251097,-0.764708529149433,0.14841147808534,-5.15262390089335,2.56866794984576e-07,4.49776352632083e-05
"ENSG00000126790","L3HYPDH",276.922626752791,-0.984483952288713,0.191450429313529,-5.14223946020237,2.71482781642836e-07,4.67960890923217e-05
"ENSG00000137507","LRRC32",374.648398616425,-0.964890502931464,0.187669569451484,-5.14143292251175,2.72650994999971e-07,4.67960890923217e-05
"ENSG00000101825","MXRA5",473.804240369554,-0.797413112577778,0.156033918848312,-5.11051134563237,3.21288015401227e-07,5.45621178103883e-05
"ENSG00000105339","DENND3",1413.84245575598,-0.921472901543561,0.180369372866081,-5.10881025365502,3.24193719900202e-07,5.45621178103883e-05
"ENSG00000136542","GALNT5",4218.85123233505,0.623912692229039,0.123214316236982,5.06363798691255,4.11330406624212e-07,6.85616596041414e-05
"ENSG00000163734","CXCL3",316.775593042153,-1.04022415330039,0.205636764336074,-5.05855145435154,4.22453264151456e-07,6.97450222291951e-05
"ENSG00000178726","THBD",642.436788261169,-0.754546916682234,0.149431694044713,-5.04944363714739,4.43098643091937e-07,7.24633488490446e-05
"ENSG00000188064","WNT7B",403.464624532535,-0.860881356992762,0.170603890799488,-5.046082788373,4.50960065467722e-07,7.30597451858221e-05
"ENSG00000152049","KCNE4",653.539162059138,-0.861979066562129,0.17153182941354,-5.02518436088041,5.02949139181543e-07,8.02325769381672e-05
"ENSG00000154134","ROBO3",730.282623646974,-0.846123599435654,0.168396313572691,-5.02459692545709,5.04490965460642e-07,8.02325769381672e-05
"ENSG00000139187","KLRG1",55.6932659568039,2.6261193417065,0.52530761429552,4.9992028865379,5.75678041299557e-07,9.0721625872071e-05
"ENSG00000100031","GGT1",360.766336302475,-0.867808770269362,0.17707062515135,-4.90091888209919,9.53894394622624e-07,0.00014897080478183
"ENSG00000256977","LIMS3",298.560779122881,0.974562622576512,0.199009171132136,4.8970739239421,9.7274251539517e-07,0.000150557959860494
"ENSG00000046604","DSG2",559.65731086426,1.04433327678394,0.213771342561902,4.88528192913197,1.032809608535e-06,0.000158440305875701
"ENSG00000186687","LYRM7",1092.15715893042,0.713447807338501,0.146221971635486,4.87921069151662,1.06511235431185e-06,0.000161962479491193
"ENSG00000109320","NFKB1",1909.34143738505,-0.648862761583945,0.13315190445755,-4.87310162199601,1.09859675451738e-06,0.000165601519474425
"ENSG00000176393","RNPEP",4726.57615007197,-0.539522391005435,0.111121641754278,-4.85524135972069,1.20240199723936e-06,0.000179681537998707
"ENSG00000229619","MBNL1-AS1",381.923814491917,1.02165232488113,0.210496075968628,4.85354570235977,1.21273377247469e-06,0.000179681537998707
"ENSG00000011260","UTP18",2144.21982475479,-0.579686434065154,0.120010839645535,-4.83028396249307,1.36338471060838e-06,0.000200290457274545
"ENSG00000065665","SEC61A2",1045.03354275358,1.01829576452051,0.211073926050037,4.82435601391673,1.40456340268257e-06,0.000204605937693297
"ENSG00000214548","MEG3",12641.6387859156,0.797504078592806,0.166054788179159,4.80265632408244,1.56574493725433e-06,0.000226184904060865
"ENSG00000168280","KIF5C",54.1957253969589,2.21137928384562,0.462748593106597,4.77879201965767,1.76351494503045e-06,0.000251644454045139
"ENSG00000167460","TPM4",88453.6552559514,0.633150279587055,0.132515381604656,4.7779380168559,1.77101952082532e-06,0.000251644454045139
"ENSG00000163814","CDCP1",2994.29670900208,-0.644098240910155,0.135141225612512,-4.76611217628711,1.87814719341677e-06,0.000264696598356745
"ENSG00000100116","GCAT",623.363964389198,-0.864309290937941,0.181464187177295,-4.76297447106457,1.90759982540888e-06,0.00026667937881825
"ENSG00000145349","CAMK2D",2571.35491498266,0.707194722079513,0.148650600690254,4.75742929255366,1.96073902038551e-06,0.000271915287347063
"ENSG00000049540","ELN",66.6563016087015,-2.04915139609397,0.430942080142525,-4.75505059848474,1.98396721253261e-06,0.000272952949438514
"ENSG00000138347","MYPN",992.455802106849,0.676432796045142,0.142614600529192,4.74308235997675,2.10490641700571e-06,0.000287168687945278
"ENSG00000113594","LIFR",1386.19699348133,0.629625162867299,0.132787642293777,4.74159456400565,2.12042642382438e-06,0.000287168687945278
"ENSG00000181458","TMEM45A",436.395681118283,-1.07707168611014,0.228546336775493,-4.71270597160424,2.44448791601144e-06,0.000325963061723525
"ENSG00000167920","TMEM99",890.515424442405,-0.653685494317627,0.139956837616504,-4.67062206784631,3.00288974044007e-06,0.000394356770079762
"ENSG00000058668","ATP2B4",20529.8501238615,0.491721635339582,0.105407330276073,4.66496622247913,3.08667737274843e-06,0.00040231242298191
"ENSG00000172137","CALB2",484.153147544536,0.741305066252604,0.159175328785391,4.65716057827072,3.20600380874562e-06,0.000414746836004518
"ENSG00000115008","IL1A",193.562788247637,-1.2487019355696,0.26910521400034,-4.6401997085349,3.4807263376691e-06,0.00044695104491477
"ENSG00000198908","BHLHB9",629.801857540883,0.708212048676166,0.152733662107661,4.63690871352872,3.53658506806748e-06,0.000450784574668748
"ENSG00000014257","ACP3",666.651342976709,-0.831032453903729,0.18011425875867,-4.61391818521824,3.95148021902481e-06,0.000499992040852519
"ENSG00000204941","PSG5",333.96598867175,0.962845424292614,0.211354230893096,4.55560042599585,5.22361512230109e-06,0.000656169334384705
"ENSG00000278259","MYO19",874.812733975614,-0.620253087458072,0.136229825302588,-4.55299040485731,5.28886862746064e-06,0.000659586601849138
"ENSG00000064607","SUGP2",5881.82044590734,0.547772734672581,0.12040028744092,4.54959656920563,5.37488633756527e-06,0.00066433930716013
"ENSG00000229991","AKR1B1P1",353.86677448952,-0.875325330284294,0.192443725243085,-4.54847425749335,5.40362516928632e-06,0.00066433930716013
"ENSG00000124875","CXCL6",33.5304394285263,-2.27926975709657,0.501304844147937,-4.54667411197797,5.45002862269053e-06,0.000665325677284086
"ENSG00000006118","TMEM132A",4558.11740423911,-0.873274138130018,0.192826198730085,-4.52881477662904,5.93154661103852e-06,0.000714051114599671
"ENSG00000006194","ZNF263",2057.943652221,-0.570474952776711,0.126608553491911,-4.50581684288144,6.61181005199262e-06,0.000790453291388221
"ENSG00000100906","NFKBIA",824.253276016746,-0.80709625847579,0.179667279205684,-4.49217165220064,7.05005630719296e-06,0.000832860645302622
"ENSG00000100918","REC8",47.2658672355517,-2.42782989553717,0.540503566088643,-4.4917925576443,7.06261983613992e-06,0.000832860645302622
"ENSG00000131711","MAP1B",36923.096788431,0.474923818533458,0.106054980039742,4.47809068801381,7.53136081778844e-06,0.000882136079570017
"ENSG00000143303","RRNAD1",255.743979514294,-1.07745117080971,0.24099767317492,-4.47079491106822,7.79294022208047e-06,0.000906648447984999
"ENSG00000071575","TRIB2",1798.03446667698,0.616639663233893,0.137981367449,4.46900675529115,7.85836491804847e-06,0.000908165039029134
"ENSG00000259024","TVP23C-CDRT4",16.5388477534217,-6.06245967151499,1.35902608097155,-4.46088545054339,8.16217118435459e-06,0.000937028062786668
"ENSG00000123427","EEF1AKMT3",228.721748574843,-1.31310629584918,0.297208478740507,-4.41813201767925,9.95576062824227e-06,0.00113541520059592
"ENSG00000137501","SYTL2",1996.29747931344,0.689907768315472,0.156364955881111,4.41216361062404,1.02342727575036e-05,0.00115954979249232
"ENSG00000164683","HEY1",216.126711805773,-1.05315936029165,0.238829694288039,-4.40966674362314,1.0352981671542e-05,0.00116538270958559
"ENSG00000023445","BIRC3",76.5708627275869,-1.57254616863906,0.357090075674787,-4.40378009852962,1.06380777915734e-05,0.00118974889365758
"ENSG00000129473","BCL2L2",6376.8222479171,0.547473809906935,0.125540740979939,4.3609254305295,1.29513502901589e-05,0.0014391772902558
"ENSG00000220205","VAMP2",1348.75857081456,0.573476173134389,0.132471609552201,4.32904963616683,1.49754181686188e-05,0.00165349601243954
"ENSG00000168461","RAB31",1768.28454341994,-0.571423229827577,0.13211093980793,-4.32532862651906,1.52304635725058e-05,0.00167101320271764
"ENSG00000151778","SERP2",243.906643469736,1.09063340664009,0.252475992475732,4.31975094323044,1.56205391629294e-05,0.00170303173829799
"ENSG00000008130","NADK",1938.23825307938,-0.645895242513218,0.149659580757738,-4.31576274130265,1.59052742725699e-05,0.00172323705946875
"ENSG00000143554","SLC27A3",184.032913974621,-1.15498965156506,0.268513273519615,-4.30142479150359,1.69703374300898e-05,0.0018272099338547
"ENSG00000158006","PAFAH2",1016.60504544496,-0.659548534705029,0.154795297393879,-4.26077888546445,2.03715703201111e-05,0.00216651025459587
"ENSG00000081923","ATP8B1",852.755758979443,-0.789142397448205,0.185470950649856,-4.2548032168013,2.09232945701943e-05,0.00221161775228243
"ENSG00000079308","TNS1",7548.99964064313,0.650382588518003,0.154123510309002,4.21987915545172,2.44433306935814e-05,0.00253727627289361
"ENSG00000179912","R3HDM2",979.636194047,-0.574419078979108,0.136571355693736,-4.2059996846429,2.59930594323711e-05,0.00268208145988186
"ENSG00000129116","PALLD",9454.12081984636,0.482848664291753,0.114859998847212,4.20380175115658,2.62468844528496e-05,0.00269224699402455
"ENSG00000187955","COL14A1",135.834369617394,-1.53754188841515,0.367593018476655,-4.182728754716,2.88030963488783e-05,0.00293706867769297
"ENSG00000273294","C1QTNF3-AMACR",9.7782206877159,-6.77122478446988,1.62019013268495,-4.17927788095384,2.92436183872065e-05,0.00296455043708903
"ENSG00000124126","PREX1",1633.25625029774,-0.527154827266095,0.126212710878153,-4.17671741299507,2.9574606204708e-05,0.0029806732474338
"ENSG00000144554","FANCD2",247.66581758808,-0.977911835688215,0.2343567939805,-4.17274796722805,3.00947784270717e-05,0.00301187335722479
"ENSG00000102755","FLT1",261.648183028441,-1.00029278353996,0.239779796935216,-4.17171419913339,3.02316679640677e-05,0.00301187335722479
"ENSG00000106404","CLDN15",102.832312271739,-1.29975319581123,0.311807678328332,-4.16844512226089,3.06684577141104e-05,0.00303792979699488
"ENSG00000170624","SGCD",996.451710503594,0.574055209163514,0.138132982804003,4.15581563150665,3.24129130632434e-05,0.0031924877724507
"ENSG00000106484","MEST",1451.56699733082,0.536638556791263,0.129428324160196,4.14622193614323,3.38006215946123e-05,0.00331036031267008
"ENSG00000141510","TP53",1049.16085436239,-0.738275206703286,0.178409357532774,-4.13809688523577,3.50198498388629e-05,0.00341050054470049
"ENSG00000116133","DHCR24",17200.8654771495,-0.446975086549883,0.108253908376757,-4.12895103051867,3.64422000401078e-05,0.00352919294801826
"ENSG00000205336","ADGRG1",479.902049975249,-0.787403874783762,0.191105638314616,-4.12025454470089,3.78454056226661e-05,0.00362698070455001
"ENSG00000149809","TM7SF2",706.164141336708,-0.801064739413392,0.194428357324211,-4.1201023885503,3.78704071256736e-05,0.00362698070455001
"ENSG00000011347","SYT7",295.888152862623,-0.939176265169777,0.228136755153766,-4.11672492026444,3.84294284827927e-05,0.00366029748763303
"ENSG00000116774","OLFML3",3092.33979366324,-0.484851883788467,0.118078062832239,-4.10619781658619,4.02225057796013e-05,0.00380070692104528
"ENSG00000081181","ARG2",123.280766703156,-1.16088734203666,0.28276313101134,-4.10551169766933,4.03420867304489e-05,0.00380070692104528
"ENSG00000114771","AADAC",32.0341173145531,-2.49879696392635,0.609890948524255,-4.0971209196868,4.18320416265513e-05,0.00391977535997982
"ENSG00000131459","GFPT2",3732.10064912991,-0.539268181845613,0.131806762416923,-4.09135443399964,4.28861102094284e-05,0.00398278184803601
"ENSG00000250062","MAPK10-AS1",13.2372065253321,5.35446349561467,1.30926830623396,4.08966097332372,4.32004167082589e-05,0.00398278184803601
"ENSG00000186765","FSCN2",54.3722685069128,1.81113314281265,0.442985955831141,4.08846627973693,4.34234652021232e-05,0.00398278184803601
"ENSG00000100647","SUSD6",2674.52809051781,-0.458920853350795,0.112297025331879,-4.08666972250169,4.37609388484486e-05,0.00399260986809398
"ENSG00000126070","AGO3",1601.49938511122,0.581544005495535,0.142588157349063,4.07848741653829,4.53296553293188e-05,0.00411408154520283
"ENSG00000135373","EHF",78.9449661442552,-1.30768159809023,0.321285232191009,-4.07015781326915,4.6981301496583e-05,0.00422111086557375
"ENSG00000093167","LRRFIP2",2122.21553713963,0.588749754319375,0.144652927591746,4.07008530087275,4.69959271448361e-05,0.00422111086557375
"ENSG00000174989","FBXW8",1327.46022270147,-0.494084331739211,0.121529290582884,-4.06555760647877,4.79177560543259e-05,0.00428172320207082
"ENSG00000178467","P4HTM",1030.33269029996,-0.628858368730233,0.154822788354614,-4.06179461959996,4.869691074892e-05,0.00430864777665146
"ENSG00000114739","ACVR2B",107.864757353382,-1.37617219978616,0.338816610030391,-4.06170228685874,4.87161790726096e-05,0.00430864777665146
"ENSG00000170779","CDCA4",748.507431447259,-0.667423530136603,0.164742704698551,-4.05130856239046,5.09319880642206e-05,0.00448175641164094
"ENSG00000171345","KRT19",91.764259208901,1.32483480315859,0.327126043372344,4.04992152107751,5.12348122096705e-05,0.00448563368512444
"ENSG00000183444","OR7E38P",489.74220422851,0.797353929356135,0.197113381022208,4.04515373447072,5.22887993459155e-05,0.00455490621437912
"ENSG00000196923","PDLIM7",5068.68723546747,0.644858193397977,0.159632322545878,4.03964675269725,5.3531764958529e-05,0.0046398657277805
"ENSG00000155744","FAM126B",466.182322898651,0.700007631133316,0.173878843033482,4.02583556987738,5.67733525487704e-05,0.00488980682591957
"ENSG00000094631","HDAC6",495.99902780945,-0.695188287701083,0.172718342395064,-4.02498239654801,5.69795776657486e-05,0.00488980682591957
"ENSG00000157601","MX1",189.161611646116,-1.13098189802026,0.281265819789339,-4.02104279456115,5.79410766923268e-05,0.00494782544069697
"ENSG00000163545","NUAK2",188.540749311037,-0.920369044554179,0.229339211514693,-4.01313424981063,5.99178128215892e-05,0.00509154551599142
"ENSG00000166340","TPP1",5234.04989141613,-0.436755557969634,0.109615560832634,-3.98443026384267,6.76422170294701e-05,0.0056938139730205
"ENSG00000143476","DTL",389.199595380616,-0.857427336493921,0.215198268868597,-3.98435982316139,6.76622831521328e-05,0.0056938139730205
"ENSG00000153956","CACNA2D1",1679.21833677446,0.856172027779246,0.21496627257525,3.9828202700009,6.81022582206993e-05,0.00570315288046291
"ENSG00000149968","MMP3",7445.42093077971,-0.620832726058501,0.156306410558538,-3.97189548298144,7.13030046062042e-05,0.00594248838869495
"ENSG00000132256","TRIM5",868.844721052266,-0.57190784614749,0.144039045672528,-3.97050566030353,7.17202521071388e-05,0.00594866301568062
"ENSG00000080561","MID2",144.86201736784,-1.20281707472126,0.303411090771382,-3.96431479041607,7.360706881135e-05,0.00604782351601287
"ENSG00000134955","SLC37A2",626.391765675396,-0.578804126501692,0.146040408986645,-3.96331488331166,7.39161836604638e-05,0.00604782351601287
"ENSG00000206190","ATP10A",211.633273488319,-1.06268290711101,0.268139916371675,-3.96316565429969,7.39624220014265e-05,0.00604782351601287
